imageName,bbox,X1,Y1,X2,Y2,image_width,image_height
img_131,Man,1110,176,1154,207,1280,720
img_131,pays,1161,163,1220,196,1280,720
img_131,car,1232,148,1279,181,1280,720
img_131,Umisushi,743,274,787,439,1280,720
img_131,bento,823,344,862,357,1280,720
img_132,###,172,266,222,319,1280,720
img_133,ATM,5,327,78,362,1280,720
img_133,ATM,383,285,446,325,1280,720
img_133,###,716,232,743,270,1280,720
img_133,###,758,248,798,278,1280,720
img_133,posit,763,273,833,305,1280,720
img_133,###,768,297,856,329,1280,720
img_133,date,773,322,844,363,1280,720
img_133,###,831,267,860,295,1280,720
img_133,###,250,297,275,312,1280,720
img_133,out,276,295,297,309,1280,720
img_133,###,617,257,641,270,1280,720
img_133,###,642,256,674,267,1280,720
img_133,###,940,225,961,235,1280,720
img_133,###,960,220,990,232,1280,720
img_133,###,923,483,962,513,1280,720
img_133,###,656,345,684,355,1280,720
img_133,###,658,353,684,363,1280,720
img_133,###,974,305,1000,314,1280,720
img_133,###,979,313,1000,322,1280,720
img_134,WARNING,38,293,133,320,1280,720
img_134,###,5,366,138,377,1280,720
img_134,###,41,376,119,387,1280,720
img_134,###,64,388,97,396,1280,720
img_134,###,27,395,128,400,1280,720
img_134,###,34,400,124,406,1280,720
img_134,###,10,410,131,420,1280,720
img_135,TUCKSHOP,757,32,908,166,1280,720
img_136,Christmas,818,330,907,359,1280,720
img_136,###,1023,305,1073,327,1280,720
img_136,Greetings,771,102,928,164,1280,720
img_136,###,774,349,794,366,1280,720
img_136,###,794,349,871,377,1280,720
img_136,Season's,742,54,868,116,1280,720
img_136,###,874,361,920,384,1280,720
img_136,###,599,150,621,227,1280,720
img_136,###,788,288,828,308,1280,720
img_136,###,831,289,883,312,1280,720
img_136,###,968,301,1022,325,1280,720
img_136,Special,761,325,819,349,1280,720
img_136,###,903,341,963,364,1280,720
img_136,###,959,342,1070,377,1280,720
img_136,###,1069,357,1137,383,1280,720
img_136,###,920,368,947,388,1280,720
img_136,###,947,368,967,391,1280,720
img_136,###,962,373,1054,404,1280,720
img_136,###,1054,381,1115,410,1280,720
img_136,Step,313,25,369,55,1280,720
img_136,INTO,343,53,385,69,1280,720
img_136,###,308,51,408,93,1280,720
img_136,OFF,619,201,636,233,1280,720
img_136,###,340,84,406,100,1280,720
img_136,###,596,109,636,148,1280,720
img_136,###,620,154,633,192,1280,720
img_136,###,328,214,351,223,1280,720
img_136,###,351,212,364,221,1280,720
img_136,###,363,212,378,221,1280,720
img_136,###,315,223,333,232,1280,720
img_136,###,335,221,357,231,1280,720
img_136,###,355,222,389,229,1280,720
img_136,###,330,232,345,240,1280,720
img_136,###,344,230,365,241,1280,720
img_136,###,363,230,382,239,1280,720
img_136,###,609,235,635,259,1280,720
img_136,###,610,251,635,273,1280,720
img_136,###,336,239,359,247,1280,720
img_136,###,361,237,376,246,1280,720
img_136,###,322,245,387,254,1280,720
img_136,###,331,249,383,258,1280,720
img_136,###,321,261,351,272,1280,720
img_136,###,351,261,358,269,1280,720
img_136,###,358,258,388,267,1280,720
img_136,###,327,271,348,280,1280,720
img_136,###,347,269,359,279,1280,720
img_136,###,357,271,369,278,1280,720
img_136,###,369,268,383,275,1280,720
img_136,###,343,277,389,297,1280,720
img_136,###,764,308,791,320,1280,720
img_136,###,790,308,854,328,1280,720
img_136,###,854,313,910,335,1280,720
img_136,###,935,323,972,338,1280,720
img_136,###,973,322,1058,345,1280,720
img_136,###,1059,331,1118,358,1280,720
img_136,###,765,373,824,394,1280,720
img_136,###,824,383,868,401,1280,720
img_136,###,863,389,892,407,1280,720
img_136,###,890,391,924,410,1280,720
img_136,###,922,396,988,419,1280,720
img_136,###,989,404,1060,430,1280,720
img_136,###,1059,415,1090,436,1280,720
img_136,###,1089,419,1131,440,1280,720
img_136,###,872,409,908,430,1280,720
img_136,###,905,419,926,432,1280,720
img_136,###,922,423,949,436,1280,720
img_136,###,945,423,988,443,1280,720
img_136,###,982,428,1038,453,1280,720
img_136,###,1038,438,1089,460,1280,720
img_136,###,1085,444,1139,469,1280,720
img_136,###,940,444,963,461,1280,720
img_136,###,962,449,1019,471,1280,720
img_136,###,1019,457,1069,478,1280,720
img_136,###,915,455,925,470,1280,720
img_136,###,928,457,1020,488,1280,720
img_136,###,1020,474,1060,497,1280,720
img_136,###,1061,482,1145,511,1280,720
img_136,###,918,467,1001,507,1280,720
img_136,###,998,490,1075,520,1280,720
img_136,###,1077,505,1144,533,1280,720
img_137,GET,599,205,638,228,1280,720
img_137,FIT,602,228,633,253,1280,720
img_137,REWARDS,593,272,644,287,1280,720
img_138,Best,233,284,284,311,1280,720
img_138,served,283,280,356,304,1280,720
img_138,oftly,365,272,424,294,1280,720
img_138,BRING,867,216,909,232,1280,720
img_138,###,909,216,926,228,1280,720
img_138,OUT,926,209,957,226,1280,720
img_138,###,178,438,219,452,1280,720
img_138,###,182,449,217,465,1280,720
img_138,###,999,432,1048,447,1280,720
img_138,###,1049,431,1067,442,1280,720
img_138,volume,1065,425,1107,439,1280,720
img_138,###,1107,421,1145,435,1280,720
img_138,###,1001,447,1035,461,1280,720
img_138,###,1034,442,1075,457,1280,720
img_138,###,1074,438,1112,452,1280,720
img_138,###,1112,433,1151,448,1280,720
img_138,###,1030,451,1128,476,1280,720
img_138,###,87,437,121,470,1280,720
img_139,Front,400,50,462,82,1280,720
img_139,M1-A1,397,74,463,102,1280,720
img_139,PINTU,946,10,1025,53,1280,720
img_139,KECEMASA,1033,26,1183,90,1280,720
img_140,###,72,284,113,324,1280,720
img_140,###,89,341,121,380,1280,720
img_140,###,126,279,138,296,1280,720
img_140,###,141,274,160,291,1280,720
img_140,###,159,263,213,285,1280,720
img_140,South,212,253,256,273,1280,720
img_140,###,258,249,287,264,1280,720
img_140,###,194,285,264,310,1280,720
img_140,###,180,238,261,262,1280,720
img_140,###,135,329,149,346,1280,720
img_140,###,138,348,154,368,1280,720
img_140,###,151,324,170,340,1280,720
img_140,###,156,344,174,360,1280,720
img_140,Pasir,170,313,209,336,1280,720
img_140,Ris,209,308,236,327,1280,720
img_140,Changi,173,330,229,357,1280,720
img_140,Airport,228,318,281,344,1280,720
img_140,###,293,302,322,314,1280,720
img_140,###,302,310,318,319,1280,720
img_140,###,317,305,336,314,1280,720
img_140,###,303,311,333,324,1280,720
img_140,###,141,365,158,375,1280,720
img_140,###,162,361,177,370,1280,720
img_140,###,182,355,199,365,1280,720
img_140,###,199,352,205,361,1280,720
img_140,###,207,349,222,359,1280,720
img_140,###,225,344,241,354,1280,720
img_140,###,242,340,260,349,1280,720
img_140,###,263,337,272,344,1280,720
img_140,###,272,331,292,342,1280,720
img_140,###,293,326,312,337,1280,720
img_140,###,313,318,341,331,1280,720
img_141,jem,637,49,718,94,1280,720
img_141,###,681,312,713,331,1280,720
img_141,###,708,294,765,321,1280,720
img_141,###,760,288,789,302,1280,720
img_141,###,705,301,784,335,1280,720
img_141,###,1118,0,1190,37,1280,720
img_141,###,1085,0,1156,32,1280,720
img_142,UnionPay,739,625,823,684,1280,720
img_142,MEPS,850,589,923,640,1280,720
img_142,Maestro,132,103,198,138,1280,720
img_142,VISA,111,1,192,50,1280,720
img_142,OCBC,366,34,428,70,1280,720
img_142,Cirrus,243,65,308,108,1280,720
img_142,UOB,986,505,1075,573,1280,720
img_142,###,17,136,90,170,1280,720
img_142,###,680,679,718,715,1280,720
img_142,by:,475,679,519,719,1280,720
img_142,NISP,423,21,480,54,1280,720
img_142,###,773,651,820,687,1280,720
img_142,###,999,538,1076,595,1280,720
img_142,###,518,9,567,37,1280,720
img_142,VISA,0,31,84,86,1280,720
img_142,###,144,38,199,65,1280,720
img_142,###,242,1,303,33,1280,720
img_142,###,514,0,561,23,1280,720
img_142,###,419,694,474,719,1280,720
img_142,###,626,697,679,719,1280,720
img_143,###,691,185,721,199,1280,720
img_143,###,677,189,692,202,1280,720
img_143,###,682,172,708,185,1280,720
img_143,Koon,704,166,736,182,1280,720
img_143,###,666,192,676,207,1280,720
img_143,###,672,175,687,187,1280,720
img_143,###,656,177,671,190,1280,720
img_143,###,719,181,738,193,1280,720
img_143,###,668,207,683,220,1280,720
img_143,###,683,204,699,217,1280,720
img_143,Chang,697,196,737,214,1280,720
img_143,Airport,736,187,774,206,1280,720
img_144,WIND,211,215,255,230,1280,720
img_144,###,255,217,271,230,1280,720
img_144,MIND,215,372,258,391,1280,720
img_144,###,257,372,278,387,1280,720
img_145,###,1264,94,1276,110,1280,720
img_145,saves,526,423,575,437,1280,720
img_145,Recycle!,443,367,510,499,1280,720
img_145,###,390,426,451,446,1280,720
img_145,Changi,528,390,586,409,1280,720
img_145,Recycle!,531,327,599,354,1280,720
img_145,Airport,525,409,585,423,1280,720
img_145,###,527,437,585,448,1280,720
img_145,###,1229,13,1279,41,1280,720
img_145,Hut,1244,39,1279,68,1280,720
img_145,###,455,272,519,285,1280,720
img_145,eve,1246,70,1279,88,1280,720
img_145,###,1254,226,1279,245,1280,720
img_145,###,1167,234,1219,249,1280,720
img_145,###,280,88,297,117,1280,720
img_145,###,286,84,300,105,1280,720
img_145,###,283,65,301,94,1280,720
img_145,###,565,346,591,356,1280,720
img_145,###,530,362,545,371,1280,720
img_145,###,528,370,544,380,1280,720
img_145,###,530,380,546,389,1280,720
img_145,###,1238,0,1278,15,1280,720
img_146,world's,983,247,1044,281,1280,720
img_146,finest,1038,235,1098,266,1280,720
img_146,Delivering,957,151,1035,190,1280,720
img_146,you,1032,140,1071,167,1280,720
img_146,the,964,195,1002,218,1280,720
img_146,###,363,44,403,78,1280,720
img_146,Freshest,995,174,1074,211,1280,720
img_146,###,281,40,360,75,1280,720
img_146,Juices,972,220,1027,252,1280,720
img_146,from,1023,212,1062,238,1280,720
img_146,the,1060,205,1092,227,1280,720
img_146,fruits,1021,276,1076,306,1280,720
img_146,###,865,263,881,276,1280,720
img_146,62620220,879,251,929,272,1280,720
img_146,###,867,263,945,290,1280,720
img_146,###,527,500,549,515,1280,720
img_146,###,520,509,556,533,1280,720
img_146,###,284,414,308,433,1280,720
img_146,###,305,407,333,430,1280,720
img_146,###,288,432,313,451,1280,720
img_146,###,312,427,336,446,1280,720
img_147,###,737,150,765,164,1280,720
img_147,expectations,603,139,685,158,1280,720
img_147,OPEN,1152,538,1212,561,1280,720
img_147,###,1212,542,1241,560,1280,720
img_147,ALL,1242,541,1278,563,1280,720
img_147,Seating,246,381,317,405,1280,720
img_147,FOREIGNERS,1156,561,1279,587,1280,720
img_147,Reserved,158,376,246,398,1280,720
img_147,###,1060,168,1179,188,1280,720
img_147,###,1066,196,1168,220,1280,720
img_147,Country,498,93,550,110,1280,720
img_147,Garden,551,96,601,113,1280,720
img_147,Group's,601,100,649,117,1280,720
img_147,first,650,103,676,119,1280,720
img_147,###,677,106,719,122,1280,720
img_147,###,745,110,781,126,1280,720
img_147,outside,782,111,829,129,1280,720
img_147,###,829,115,843,130,1280,720
img_147,China,845,115,879,132,1280,720
img_147,###,881,118,893,134,1280,720
img_147,that,894,120,921,135,1280,720
img_147,###,922,122,937,135,1280,720
img_147,Country,937,122,987,139,1280,720
img_147,Garden,499,111,547,130,1280,720
img_147,Danga,548,115,590,133,1280,720
img_147,Bay,591,120,616,134,1280,720
img_147,(CGDB),617,120,660,137,1280,720
img_147,###,660,124,676,137,1280,720
img_147,Joho,677,123,714,141,1280,720
img_147,Iskadar,752,128,805,147,1280,720
img_147,Malaysia,806,132,861,150,1280,720
img_147,With,863,135,895,152,1280,720
img_147,CGDB,895,138,934,156,1280,720
img_147,###,935,140,957,157,1280,720
img_147,###,958,144,1018,162,1280,720
img_147,unseated,499,131,559,150,1280,720
img_147,market,559,138,603,152,1280,720
img_147,###,685,144,703,160,1280,720
img_147,###,765,150,781,164,1280,720
img_147,hit,781,150,799,165,1280,720
img_147,###,799,154,811,166,1280,720
img_147,sales,811,153,840,168,1280,720
img_147,###,840,154,879,171,1280,720
img_147,###,879,158,895,172,1280,720
img_147,RMS,893,158,923,174,1280,720
img_147,###,923,160,934,174,1280,720
img_147,billion,932,162,977,176,1280,720
img_147,(US$1,498,150,558,169,1280,720
img_147,billion),557,154,603,172,1280,720
img_147,###,603,161,622,173,1280,720
img_147,the,623,160,645,175,1280,720
img_147,day,647,161,668,176,1280,720
img_147,###,669,164,685,177,1280,720
img_147,###,685,164,701,178,1280,720
img_147,launch.,742,168,787,184,1280,720
img_147,###,788,171,805,185,1280,720
img_147,###,804,171,836,187,1280,720
img_147,more,837,175,871,190,1280,720
img_147,than,872,177,901,191,1280,720
img_147,6,902,178,938,193,1280,720
img_147,###,936,180,996,197,1280,720
img_147,from,498,171,531,186,1280,720
img_147,all,532,172,547,186,1280,720
img_147,over,546,175,576,188,1280,720
img_147,the,577,176,599,190,1280,720
img_147,world,600,177,636,194,1280,720
img_147,proudly,636,181,685,197,1280,720
img_147,###,686,185,701,197,1280,720
img_147,###,731,188,762,200,1280,720
img_147,Garden,763,188,806,203,1280,720
img_147,###,808,191,850,206,1280,720
img_147,Bay,851,193,874,208,1280,720
img_147,###,873,195,903,209,1280,720
img_147,home.,904,196,942,212,1280,720
img_148,STOP,1043,170,1084,188,1280,720
img_149,STOP,297,322,337,341,1280,720
img_149,Faber,294,268,339,282,1280,720
img_149,###,341,271,358,283,1280,720
img_149,###,289,287,312,305,1280,720
img_149,###,311,293,324,306,1280,720
img_149,SJF1790X,441,514,494,525,1280,720
img_150,###,149,222,181,240,1280,720
img_150,###,156,239,192,258,1280,720
img_150,Walking,105,228,143,253,1280,720
img_150,###,111,250,146,274,1280,720
img_150,###,113,274,156,300,1280,720
img_150,###,105,208,130,229,1280,720
img_150,###,680,142,698,160,1280,720
img_150,STOP,249,180,330,228,1280,720
img_150,###,143,211,172,230,1280,720
img_150,###,157,247,194,266,1280,720
img_150,###,159,265,178,277,1280,720
img_150,###,1216,170,1246,185,1280,720
img_150,###,1132,252,1160,265,1280,720
img_150,###,1133,238,1180,252,1280,720
img_150,###,1145,224,1174,239,1280,720
img_150,###,1248,165,1279,182,1280,720
img_150,###,1130,179,1160,192,1280,720
img_151,DAIKIN,186,307,241,336,1280,720
img_151,EVERY,171,379,224,408,1280,720
img_151,###,273,349,309,372,1280,720
img_152,###,139,363,152,372,1280,720
img_152,###,153,362,172,371,1280,720
img_152,###,150,340,165,359,1280,720
img_152,kiosk,167,333,221,358,1280,720
img_152,###,267,299,294,310,1280,720
img_152,than,100,341,148,361,1280,720
img_152,SAH,42,368,67,380,1280,720
img_152,More,40,342,99,368,1280,720
img_152,###,67,368,77,377,1280,720
img_152,###,78,368,98,377,1280,720
img_152,###,98,363,139,376,1280,720
img_152,###,172,360,190,370,1280,720
img_152,###,191,358,222,369,1280,720
img_152,###,235,442,301,459,1280,720
img_152,###,775,370,811,382,1280,720
img_152,###,761,365,781,374,1280,720
img_152,###,783,361,820,372,1280,720
img_152,###,827,305,846,315,1280,720
img_152,###,847,305,865,314,1280,720
img_152,###,865,302,897,312,1280,720
img_152,###,896,301,914,310,1280,720
img_153,all,266,217,333,244,1280,720
img_153,life!,338,234,454,275,1280,720
img_153,things,82,248,263,287,1280,720
img_153,BOARD,642,234,732,255,1280,720
img_153,www.imob.sg,899,192,1260,233,1280,720
img_153,###,272,243,330,279,1280,720
img_153,###,0,256,80,292,1280,720
img_153,Space,1,219,168,256,1280,720
img_153,for,170,217,257,249,1280,720
img_153,###,594,238,637,259,1280,720
img_153,iMOD,476,193,737,251,1280,720
img_154,###,458,288,502,300,1280,720
img_154,10%,460,300,482,319,1280,720
img_154,SALE,424,103,501,158,1280,720
img_154,###,434,151,450,169,1280,720
img_154,###,452,153,472,171,1280,720
img_154,SUPER,420,71,492,120,1280,720
img_154,###,478,159,485,173,1280,720
img_154,###,427,58,485,90,1280,720
img_154,###,485,162,505,178,1280,720
img_154,OFF,483,300,503,317,1280,720
img_154,###,724,371,770,390,1280,720
img_154,###,769,365,809,382,1280,720
img_154,###,400,280,443,307,1280,720
img_154,###,368,295,397,315,1280,720
img_154,###,1046,194,1078,211,1280,720
img_154,###,1084,183,1121,203,1280,720
img_154,###,1125,175,1145,193,1280,720
img_154,###,1147,171,1178,187,1280,720
img_155,mind,67,255,156,296,1280,720
img_155,257,279,240,303,254,1280,720
img_155,###,50,261,68,299,1280,720
img_155,TAL,1194,110,1279,166,1280,720
img_155,###,692,162,710,171,1280,720
img_155,###,685,171,696,180,1280,720
img_155,###,697,169,719,178,1280,720
img_155,###,238,245,275,257,1280,720
img_155,###,62,338,95,352,1280,720
img_156,###,463,323,482,333,1280,720
img_156,###,446,329,464,338,1280,720
img_156,UNIVERSITY,257,315,335,357,1280,720
img_156,###,638,394,655,406,1280,720
img_156,###,653,391,672,401,1280,720
img_156,TECHNOLOGICAL,159,339,264,386,1280,720
img_156,###,691,373,714,390,1280,720
img_156,NANYANG,102,368,166,404,1280,720
img_156,###,440,307,472,320,1280,720
img_156,###,470,300,491,311,1280,720
img_156,###,442,315,464,326,1280,720
img_156,###,444,312,489,333,1280,720
img_156,###,463,310,484,320,1280,720
img_156,###,480,318,497,327,1280,720
img_156,###,447,333,470,345,1280,720
img_156,###,469,328,484,337,1280,720
img_156,###,482,323,500,333,1280,720
img_156,###,439,352,460,362,1280,720
img_156,###,459,345,480,356,1280,720
img_156,###,481,341,496,350,1280,720
img_156,###,439,357,463,369,1280,720
img_156,###,461,351,482,362,1280,720
img_156,###,442,363,463,375,1280,720
img_156,###,460,357,484,368,1280,720
img_156,###,482,348,505,361,1280,720
img_157,###,735,362,743,370,1280,720
img_157,###,714,364,728,371,1280,720
img_157,###,728,376,753,385,1280,720
img_157,###,680,343,722,352,1280,720
img_157,###,712,437,758,453,1280,720
img_157,###,707,378,722,387,1280,720
img_157,###,682,357,696,365,1280,720
img_157,###,409,300,446,339,1280,720
img_157,###,697,357,721,364,1280,720
img_157,###,723,355,754,363,1280,720
img_157,###,680,364,714,373,1280,720
img_157,###,728,363,735,369,1280,720
img_157,###,744,362,757,369,1280,720
img_157,###,692,379,706,387,1280,720
img_157,###,727,510,764,519,1280,720
img_157,###,723,525,730,530,1280,720
img_157,###,743,519,773,528,1280,720
img_157,###,762,527,773,532,1280,720
img_157,###,723,529,738,537,1280,720
img_157,###,724,540,738,549,1280,720
img_157,###,747,537,775,545,1280,720
img_157,###,405,232,442,267,1280,720
img_158,NEED,1158,230,1241,257,1280,720
img_158,###,1140,251,1188,282,1280,720
img_158,CHEQUE,659,105,728,149,1280,720
img_158,DEPOSIT,655,135,729,179,1280,720
img_158,CASH,1153,36,1250,68,1280,720
img_158,DEPOSIT,879,84,985,119,1280,720
img_158,###,1254,31,1279,62,1280,720
img_158,CHEQUE,791,93,879,123,1280,720
img_158,PASSBO,1150,63,1278,99,1280,720
img_158,###,1069,70,1104,123,1280,720
img_158,###,1065,108,1120,170,1280,720
img_158,###,1066,154,1122,208,1280,720
img_158,###,1065,192,1107,239,1280,720
img_158,###,1245,235,1279,260,1280,720
img_158,###,1141,229,1160,256,1280,720
img_158,ME,1189,254,1250,283,1280,720
img_158,###,1254,260,1274,287,1280,720
img_158,###,774,392,840,427,1280,720
img_158,###,841,407,870,433,1280,720
img_158,LIFE,868,409,920,441,1280,720
img_158,THE,920,419,968,450,1280,720
img_158,###,966,426,1008,458,1280,720
img_158,BEING,911,440,991,479,1280,720
img_158,###,769,411,893,458,1280,720
img_158,###,891,435,915,462,1280,720
img_158,###,988,456,1008,481,1280,720
img_158,###,1255,424,1269,438,1280,720
img_158,###,813,612,949,678,1280,720
img_158,###,1248,411,1278,442,1280,720
img_158,###,1233,594,1278,705,1280,720
img_159,###,523,539,554,563,1280,720
img_159,###,582,470,612,502,1280,720
img_159,###,340,247,365,266,1280,720
img_159,THE,360,237,392,261,1280,720
img_159,CLEMENTI,389,217,460,252,1280,720
img_159,###,319,251,346,271,1280,720
img_159,MALL,452,206,494,232,1280,720
img_159,###,283,259,324,283,1280,720
img_159,#03-01/02/03,488,170,610,222,1280,720
img_159,CALL,604,163,640,186,1280,720
img_159,66591161,636,140,719,179,1280,720
img_159,MARY,357,271,434,316,1280,720
img_159,CHIA,429,250,500,290,1280,720
img_159,###,610,190,664,219,1280,720
img_159,###,474,299,512,323,1280,720
img_159,Homme,664,174,716,202,1280,720
img_159,###,542,270,591,300,1280,720
img_159,END,438,310,479,335,1280,720
img_159,###,506,285,550,310,1280,720
img_159,###,583,263,604,282,1280,720
img_159,###,596,249,652,280,1280,720
img_159,###,644,235,690,265,1280,720
img_159,BEST,438,315,522,367,1280,720
img_159,KEPT,520,285,599,336,1280,720
img_159,SECRET,593,249,700,310,1280,720
img_159,###,483,344,520,375,1280,720
img_159,LOOKING,515,310,618,362,1280,720
img_159,GOOD!,612,283,683,329,1280,720
img_159,###,389,555,415,583,1280,720
img_159,###,408,526,497,577,1280,720
img_159,BODY,534,482,586,524,1280,720
img_159,SPA,605,458,641,492,1280,720
img_159,TREATMENTS,633,424,728,476,1280,720
img_159,FOR,719,412,759,439,1280,720
img_159,$128,751,389,803,427,1280,720
img_159,###,795,376,833,405,1280,720
img_159,###,186,384,318,542,1280,720
img_159,###,253,576,284,627,1280,720
img_159,###,275,538,311,603,1280,720
img_159,###,302,489,345,563,1280,720
img_159,###,459,551,527,592,1280,720
img_159,FACE,489,505,540,541,1280,720
img_159,###,463,564,527,605,1280,720
img_159,###,634,468,721,511,1280,720
img_159,###,636,501,671,524,1280,720
img_159,###,670,478,720,509,1280,720
img_159,###,786,424,811,443,1280,720
img_159,###,810,413,838,432,1280,720
img_159,###,789,422,845,453,1280,720
img_159,###,472,591,565,639,1280,720
img_159,###,483,624,543,663,1280,720
img_159,###,648,536,684,558,1280,720
img_159,###,679,516,724,543,1280,720
img_159,###,653,543,690,566,1280,720
img_159,###,657,552,722,587,1280,720
img_159,###,799,443,879,484,1280,720
img_159,###,807,470,870,504,1280,720
img_159,###,812,491,844,514,1280,720
img_159,###,28,465,103,512,1280,720
img_159,###,1,323,109,393,1280,720
img_159,###,796,46,995,129,1280,720
img_159,###,618,186,729,244,1280,720
img_159,###,379,279,484,319,1280,720
img_159,###,515,438,588,487,1280,720
img_159,###,665,387,728,427,1280,720
img_159,###,517,402,542,422,1280,720
img_159,###,450,549,495,576,1280,720
img_159,###,625,478,659,503,1280,720
img_159,###,779,409,813,429,1280,720
img_159,###,466,573,543,614,1280,720
img_159,###,639,493,713,536,1280,720
img_159,###,790,431,853,463,1280,720
img_159,###,468,601,509,627,1280,720
img_159,###,477,629,513,650,1280,720
img_159,###,643,525,671,546,1280,720
img_159,###,652,555,684,578,1280,720
img_159,###,794,452,832,474,1280,720
img_159,###,803,478,828,491,1280,720
img_159,###,1203,211,1275,252,1280,720
img_159,###,1193,180,1223,209,1280,720
img_159,###,866,192,938,274,1280,720
img_159,###,954,180,1001,248,1280,720
img_159,###,820,149,898,182,1280,720
img_160,###,663,306,714,325,1280,720
img_160,###,982,183,1063,215,1280,720
img_160,###,804,472,826,481,1280,720
img_160,###,825,472,837,479,1280,720
img_160,###,837,470,867,479,1280,720
img_160,Unrail,549,409,624,455,1280,720
img_160,###,866,468,886,477,1280,720
img_160,###,756,145,796,168,1280,720
img_160,###,885,464,909,475,1280,720
img_160,###,650,244,715,274,1280,720
img_160,###,627,260,744,297,1280,720
img_160,###,804,214,884,243,1280,720
img_160,###,782,229,916,269,1280,720
img_160,###,951,202,1100,242,1280,720
img_160,###,827,279,880,299,1280,720
img_160,easE,1001,254,1061,274,1280,720
img_160,###,648,389,694,404,1280,720
img_160,###,699,379,765,397,1280,720
img_160,###,806,366,861,384,1280,720
img_160,###,864,357,942,377,1280,720
img_160,###,975,345,1036,362,1280,720
img_160,###,1040,336,1126,356,1280,720
img_160,###,103,689,117,696,1280,720
img_160,###,117,689,136,696,1280,720
img_160,###,103,699,121,707,1280,720
img_160,###,120,698,138,706,1280,720
img_161,LEVEL,949,0,1036,44,1280,720
img_161,###,965,253,1054,288,1280,720
img_161,###,819,174,866,185,1280,720
img_161,###,832,190,859,201,1280,720
img_161,###,1072,5,1157,35,1280,720
img_161,###,1038,1,1058,19,1280,720
img_162,stand,197,433,310,539,1280,720
img_162,OUT,297,393,398,490,1280,720
img_162,###,450,136,498,164,1280,720
img_162,###,423,38,475,65,1280,720
img_163,###,910,128,929,144,1280,720
img_163,###,930,121,954,139,1280,720
img_163,PHOTO,986,117,1018,140,1280,720
img_163,POST,974,144,997,164,1280,720
img_163,BOX,998,139,1020,160,1280,720
img_163,###,975,125,984,142,1280,720
img_163,BLOCK,951,237,989,258,1280,720
img_163,SAM,984,97,1006,119,1280,720
img_163,###,990,236,1007,258,1280,720
img_163,Lecture,1022,244,1078,264,1280,720
img_163,Theatre,1018,270,1071,296,1280,720
img_163,###,1073,274,1090,297,1280,720
img_163,###,911,135,954,156,1280,720
img_163,###,909,242,922,256,1280,720
img_163,###,920,240,940,256,1280,720
img_163,Library,919,260,946,276,1280,720
img_163,###,906,258,920,273,1280,720
img_163,MAE,966,262,993,284,1280,720
img_163,###,781,136,826,242,1280,720
img_163,###,762,274,804,330,1280,720
img_163,###,770,201,781,247,1280,720
img_163,###,748,337,763,381,1280,720
img_163,OUR,762,349,780,389,1280,720
img_163,###,777,357,795,395,1280,720
img_164,###,706,402,742,450,1280,720
img_164,MOST,736,389,792,436,1280,720
img_164,ONE,622,329,646,352,1280,720
img_164,###,646,330,663,353,1280,720
img_164,THE,664,331,697,358,1280,720
img_164,MAKING,677,282,813,331,1280,720
img_164,WORLD'S,700,322,821,373,1280,720
img_164,WE'RE,621,296,678,330,1280,720
img_164,BEAUTIFUL,719,422,783,478,1280,720
img_164,###,776,406,812,438,1280,720
img_164,###,766,481,796,501,1280,720
img_164,MORE,791,476,851,506,1280,720
img_164,BEAUTIFUL,746,487,873,556,1280,720
img_164,###,3,450,92,478,1280,720
img_165,connexis,378,11,464,50,1280,720
img_165,North,385,52,422,75,1280,720
img_165,Tower,420,45,460,70,1280,720
img_165,10-10 to 11,412,162,469,181,1280,720
img_165,10-12 to 14,416,189,472,204,1280,720
img_165,10-15 to 16,420,214,477,230,1280,720
img_165,L10,386,86,450,131,1280,720
img_166,EXIT,693,42,747,74,1280,720
img_166,I2R,944,238,1047,298,1280,720
img_166,###,964,311,1036,330,1280,720
img_166,###,985,330,1018,347,1280,720
img_166,###,962,350,1044,365,1280,720
img_166,###,966,368,1013,383,1280,720
img_167,###,98,561,118,577,1280,720
img_167,###,615,423,645,636,1280,720
img_167,OFF,392,410,410,426,1280,720
img_167,###,607,539,617,558,1280,720
img_167,###,607,559,617,582,1280,720
img_167,###,366,414,391,432,1280,720
img_167,###,605,582,617,613,1280,720
img_167,###,604,613,614,638,1280,720
img_167,Minutes,118,544,175,572,1280,720
img_167,###,93,558,180,591,1280,720
img_167,cuts,100,468,195,516,1280,720
img_167,###,64,477,103,525,1280,720
img_167,###,70,517,110,557,1280,720
img_167,###,719,380,729,393,1280,720
img_167,###,364,510,414,711,1280,720
img_167,###,366,424,415,440,1280,720
img_167,$10,173,657,261,719,1280,720
img_167,###,509,453,537,488,1280,720
img_167,###,869,344,895,362,1280,720
img_168,DBS,953,4,1191,111,1280,720
img_168,###,675,233,734,256,1280,720
img_168,###,1066,223,1115,244,1280,720
img_168,###,1067,241,1144,263,1280,720
img_168,###,745,191,777,207,1280,720
img_168,###,735,204,792,217,1280,720
img_168,###,734,215,788,227,1280,720
img_168,###,745,228,776,240,1280,720
img_169,STOP,69,130,118,152,1280,720
img_169,SFT0242P,365,416,440,446,1280,720
img_169,###,854,143,877,152,1280,720
img_169,###,875,142,887,151,1280,720
img_169,###,885,142,901,150,1280,720
img_169,###,900,140,916,150,1280,720
img_169,###,20,193,58,210,1280,720
img_170,Ayer,357,111,395,123,1280,720
